,year_produce,brand,model,car_type,gear_type,engine_cap,year_extracted,mileage,old_price
908,2013,Mazda,6,used,Automatic,2,2023,72500,60999
909,2013,Honda,BR-V,used,Automatic,1.5,2023,57500,52999
910,2013,Toyota,Vios,used,Automatic,1.5,2023,97500,69800
911,2013,Mazda,CX-5,used,Automatic,2.2,2023,52500,91999
912,2013,Proton,Perdana,used,Automatic,2.4,2023,52500,55999
913,2013,Toyota,Camry,used,Automatic,2.5,2023,82500,57999
914,2013,Volkswagen,Passat,used,Automatic,1.8,2023,92500,27999
915,2013,Hyundai,Elantra,used,Automatic,1.8,2023,72500,36999
916,2013,Perodua,Bezza,used,Automatic,1.3,2023,52500,31999
917,2013,Toyota,Alphard,used,Automatic,2.5,2023,32500,318000
918,2013,Mazda,6,used,Automatic,2,2023,97500,70800
919,2013,Mazda,Biante,used,Automatic,2,2023,42500,65999
920,2013,Peugeot,208,used,Automatic,1.6,2023,72500,20999
921,2013,Honda,Accord,used,Automatic,2,2023,82500,57999
922,2013,Mazda,CX-5,used,Automatic,2.5,2023,107500,52999
924,2015,Toyota,Vellfire,used,Automatic,2.5,2023,77500,178888
925,2015,Volkswagen,Passat,used,Automatic,1.8,2023,102500,34999
926,2015,Porsche,718,used,Automatic,2,2023,12500,312800
927,2015,Mercedes,E200,used,Automatic,2,2023,132500,152800
928,2015,Honda,Civic,used,Automatic,1.5,2023,57500,84800
929,2015,Honda,BR-V,used,Automatic,1.5,2023,77500,53999
930,2015,Honda,BR-V,used,Automatic,1.5,2023,77500,54999
931,2015,Perodua,Aruz,used,Automatic,1.5,2023,67500,54999
932,2015,Volkswagen,Cross Touran,used,Automatic,1.4,2023,82500,31999
933,2013,Ford,Fiesta,used,Automatic,1.5,2023,72500,21999
934,2013,Honda,Jazz,used,Automatic,1.5,2023,97500,50999
935,2013,Toyota,Fortuner,used,Automatic,2.7,2023,72500,102999
936,2013,Kia,Picanto,used,Manual,1.2,2023,87500,19999
937,2013,Ford,Focus,used,Automatic,2,2023,52500,25999
938,2013,Mazda,3,used,Automatic,2,2023,72500,48999
939,2015,Mercedes,A200,used,Automatic,1.6,2023,82500,94999
940,2015,Perodua,Alza,used,Automatic,1.5,2023,37500,49999
941,2014,Mercedes,A45 AMG,used,Automatic,2,2023,47500,139000
942,2014,Honda,Accord,used,Automatic,2.4,2023,112500,96800
943,2014,Hyundai,Grand Starex,used,Automatic,2.5,2023,47500,107875
944,2014,Kia,Sorento,used,Automatic,2.2,2023,107500,68800
945,2014,Ford,EcoSport,used,Automatic,1.5,2023,57500,31888
946,2014,Honda,HR-V,used,Automatic,1.8,2023,87500,63800
947,2014,Audi,A4,used,Automatic,1.8,2023,92500,49800
948,2014,Proton,Perdana,used,Automatic,2,2023,67500,33000
949,2014,Mercedes,CLA200,used,Automatic,1.6,2023,87500,93800
953,2014,Toyota,Vios,used,Automatic,1.5,2023,117500,43800
954,2018,Perodua,Myvi,used,Automatic,1.5,2023,77500,42800
955,2018,Proton,Persona,used,Automatic,1.6,2023,102500,30800
956,2018,BMW,530i,used,Automatic,2,2023,47500,203800
957,2018,BMW,328i,used,Automatic,2,2023,92500,84800
958,2018,Volkswagen,Golf,used,Automatic,2,2023,137500,82800
959,2018,BMW,328i,used,Automatic,2,2023,87500,60800
960,2018,Ssangyong,Stavic,used,Automatic,2,2023,102500,27800
961,2018,Mercedes,B200,used,Automatic,1.6,2023,87500,48800
962,2018,Mazda,3,used,Automatic,2,2023,97500,51800
963,2018,Honda,HR-V,used,Automatic,1.8,2023,102500,69800
964,2018,Honda,Civic,used,Automatic,2,2023,87500,57800
965,2018,Mazda,CX-5,used,Automatic,2,2023,97500,58800
966,2018,Toyota,Vios,used,Automatic,1.5,2023,77500,51800
967,2018,Mazda,2,used,Automatic,1.5,2023,72500,50800
968,2018,Land,Rover Range Rover Evoque,used,Automatic,2,2023,127500,72800
969,2018,Subaru,XV,used,Automatic,2,2023,77500,36800
970,2018,MINI,Countryman,used,Automatic,1.6,2023,62500,86800
971,2018,Isuzu,D-Max,used,Automatic,2.5,2023,37500,70800
973,2018,Mazda,CX-5,used,Automatic,2,2023,137500,52000
