,year_produce,brand,model,car_type,gear_type,engine_cap,mileage,year_extracted,old_price
1522,2024,Jaecoo,J7,New,Automatic,1.6,2499.5,2025,138250
1524,2014,Mercedes,,Used,Automatic,2,92499.5,2025,69800
1525,2020,Toyota,Hilux,Used,Automatic,2.4,82499.5,2025,96999
1526,2015,Toyota,Corolla,Used,Automatic,1.8,42499.5,2025,43000
1527,2014,Perodua,Alza,Used,Automatic,1.5,97499.5,2025,33800
1528,2019,Perodua,Myvi,Used,Automatic,1.5,57499.5,2025,41800
1529,2015,Bmw,320I,Used,Automatic,2,87499.5,2025,59800
1530,2011,Toyota,Vios,Used,Automatic,1.5,124999.5,2025,28800
1531,2015,Toyota,Vios,Used,Automatic,1.5,77499.5,2025,39800
1532,2022,Lexus,Nx,Recon,Automatic,2.5,12499.5,2025,279000
1534,2020,Toyota,Alphard,Recon,Automatic,2.5,27499.5,2025,189000
1535,2020,Toyota,Harrier,Recon,Automatic,2,57499.5,2025,150000
1536,2020,Toyota,Corolla,Recon,Automatic,1.2,7499.5,2025,128000
1537,2022,Nissan,Fairlady,Recon,Automatic,3,2499.5,2025,354000
1540,2017,Honda,Civic,Used,Automatic,1.5,72499.5,2025,83799
1541,2018,Honda,City,Used,Automatic,1.5,62499.5,2025,56799
1542,2016,Toyota,Vellfire,Used,Automatic,2.5,67499.5,2025,155555
1544,2020,Toyota,Alphard,Recon,Automatic,2.5,32499.5,2025,203800
1545,2013,Kia,Picanto,Used,Automatic,1.2,82499.5,2025,14800
1546,2011,Mercedes,,Used,Automatic,1.8,114999.5,2025,43800
1547,2019,Mercedes,,Used,Automatic,2,57499.5,2025,169800
1548,2016,Mazda,CX-5,Used,Automatic,2,104999.5,2025,49800
1549,2014,Mercedes,,Used,Automatic,2,114999.5,2025,72800
1550,2017,Mercedes,,Used,Automatic,2,2499.5,2025,96600
1551,2020,Mercedes,,Recon,Automatic,2,32499.5,2025,150000
1552,2022,Mercedes,,Used,Automatic,2,2499.5,2025,196500
1553,2023,Mercedes,,Used,Automatic,2,37499.5,2025,218500
1554,2013,Mitsubishi,Triton,Used,Automatic,2.5,97499.5,2025,35900
1556,2015,Hyundai,Santa,Used,Automatic,2.2,134999.5,2025,42800
1557,2014,Perodua,Alza,Used,Automatic,1.5,87499.5,2025,26800
1558,2018,Toyota,Vellfire,Used,Automatic,2.5,42499.5,2025,189800
1559,2013,Toyota,Alphard,Used,Automatic,2.4,87499.5,2025,89800
1560,2018,Honda,Jazz,Used,Automatic,1.5,87499.5,2025,49800
1561,2005,Toyota,Vios,Used,Automatic,1.5,97499.5,2025,12800
1562,2017,Toyota,Sienta,Used,Automatic,1.5,72499.5,2025,54500
1563,2014,Mercedes,,Used,Automatic,2,97499.5,2025,62800
1565,2018,Toyota,Innova,Used,Automatic,2,82499.5,2025,73800
1566,2015,Toyota,Vellfire,Used,Automatic,2.5,77499.5,2025,129800
1567,2016,Honda,Hr-V,Used,Automatic,1.8,134999.5,2025,47999
1573,2021,Toyota,Landcruiser,Recon,Automatic,2.8,37499.5,2025,269999
1574,2015,Lexus,Es250,Used,Automatic,2.5,97499.5,2025,79800
1575,2023,Toyota,Alphard,Recon,Automatic,2.5,7499.5,2025,337000
1576,2023,Lexus,Rx350,Recon,Automatic,2.4,7499.5,2025,378000
1577,2020,Toyota,Harrier,Recon,Automatic,2,32499.5,2025,148000
1578,2019,PROTON,X70,Used,Automatic,1.8,77499.5,2025,53800
1579,2018,Nissan,Navara,Used,Automatic,2.5,97499.5,2025,66800
1580,2019,Mercedes,,Recon,Automatic,1.5,22499.5,2025,160000
1581,2019,Mercedes,,Recon,Automatic,3,32499.5,2025,301000
1582,2012,Toyota,Vellfire,Used,Automatic,2.4,97499.5,2025,63800
1583,2010,Toyota,Vellfire,Used,Automatic,2.4,104999.5,2025,65800
1584,2024,Mitsubishi,Xpander,New,Automatic,1.5,2499.5,2025,99980
1585,2015,Toyota,Corolla,Used,Automatic,1.8,124999.5,2025,44800
1586,2017,Nissan,X-Trail,Used,Automatic,2.5,72499.5,2025,49800
1587,2016,Honda,Hr-V,Used,Automatic,1.8,134999.5,2025,49800
1588,2021,Perodua,Myvi,Used,Automatic,1.5,67499.5,2025,45800
1589,2020,Bmw,330I,Used,Automatic,2,62499.5,2025,167800
1590,2014,Toyota,Fortuner,Used,Automatic,2.5,134999.5,2025,83999
1593,2019,Mitsubishi,Outlander,Used,Automatic,2.4,72499.5,2025,79999
1594,2018,Subaru,Xv,Used,Automatic,2,72499.5,2025,52999
1595,2017,Toyota,Wish,Used,Automatic,1.8,67499.5,2025,73999
1596,2016,Subaru,Forester,Used,Automatic,2,92499.5,2025,39999
1597,2017,Nissan,Navara,Used,Automatic,2.5,77499.5,2025,58999
1598,2013,Honda,Cr-V,Used,Automatic,2,124999.5,2025,29800
1599,2018,Bmw,320i,Used,Automatic,2,47499.5,2025,115800
1600,2023,Perodua,Alza,Used,Automatic,1.5,12499.5,2025,71800
1601,2016,Honda,Hr-V,Used,Automatic,1.8,114999.5,2025,49800
1602,2020,Proton,Persona,Used,Automatic,1.6,47499.5,2025,29800
1603,2017,Honda,Jazz,Used,Automatic,1.5,62499.5,2025,55800
1604,2012,Honda,Accord,Used,Automatic,2,124999.5,2025,24800
1605,2014,Toyota,Vios,Used,Automatic,1.5,124999.5,2025,32800
1606,2015,Perodua,Myvi,Used,Automatic,1.3,92499.5,2025,24800
1608,2013,Perodua,Myvi,Used,Automatic,1.3,87499.5,2025,19718
1609,2014,Honda,Civic,Used,Automatic,1.5,104999.5,2025,21800
1610,2017,Bmw,X1,Used,Automatic,2,82499.5,2025,53800
1611,2016,Mercedes,,Used,Automatic,2,62499.5,2025,97800
1612,2018,Bmw,X5,Used,Automatic,2,87499.5,2025,76800
1613,2018,Bmw,X3,Used,Automatic,2,77499.5,2025,107800
1614,2021,Toyota,Alphard,Used,Automatic,2.5,22499.5,2025,222800
1615,2019,Bmw,X3,Used,Automatic,2,47499.5,2025,122800
1616,2020,Subaru,Xv,Used,Automatic,2,82499.5,2025,61800
1617,2007,Land,Rover,Used,Automatic,4.2,92499.5,2025,52800
1618,2017,Bmw,X1,Used,Automatic,2,82499.5,2025,61800
1619,2019,Bmw,X1,Used,Automatic,2,77499.5,2025,83800
1620,2016,Mercedes,,Used,Automatic,3.5,87499.5,2025,98800
1621,2017,Toyota,Sienta,Used,Automatic,1.5,92499.5,2025,49700
1622,2018,Mercedes,,Used,Automatic,1.6,67499.5,2025,95800
1623,2017,Bmw,528I,Used,Automatic,2,87499.5,2025,79800
1624,2024,Proton,Saga,Used,Automatic,1.3,2499.5,2025,33800
1625,2020,Bmw,330I,Used,Automatic,2,52499.5,2025,164800
1626,2021,Mercedes,,Used,Automatic,2,32499.5,2025,264800
1627,2021,Honda,City,Used,Automatic,1.5,62499.5,2025,63800
1628,2021,Bmw,330E,Used,Automatic,2,32499.5,2025,145800
1629,2022,Perodua,Bezza,Used,Automatic,1.3,47499.5,2025,39700
1630,2016,Honda,City,Used,Automatic,1.5,87499.5,2025,38800
1631,2012,Subaru,Impreza,Used,Automatic,2.5,97499.5,2025,68800
1632,2016,Kia,Sportage,Used,Automatic,2,82499.5,2025,46600
1634,2018,Mercedes,,Used,Automatic,1.6,62499.5,2025,122800
1635,2023,Perodua,Alza,Used,Automatic,1.5,17499.5,2025,64800
1636,2020,Perodua,Myvi,Used,Automatic,1.5,82499.5,2025,41800
1637,2021,Proton,X70,Used,Automatic,1.8,22499.5,2025,62770
1638,2020,Honda,Civic,Used,Automatic,1.5,62499.5,2025,89770
1639,2020,Honda,City,Used,Automatic,1.5,42499.5,2025,47770
1640,2016,Honda,City,Used,Automatic,1.5,62499.5,2025,36770
1641,2021,Mazda,Cx-30,Used,Automatic,2,32499.5,2025,103770
1642,2021,Proton,X50,Used,Automatic,1.5,22499.5,2025,64770
1643,2014,Honda,City,Used,Automatic,1.5,97499.5,2025,27800
1644,2018,Honda,Civic,Used,Automatic,1.5,67499.5,2025,75770
1645,2017,Perodua,Alza,Used,Automatic,1.5,124999.5,2025,32800
1646,2019,Toyota,Innova,Used,Automatic,2,72499.5,2025,80770
1647,2021,Perodua,Myvi,Used,Automatic,1.5,67499.5,2025,45800
1648,2017,Toyota,Vios,Used,Automatic,1.5,82499.5,2025,42770
1649,2019,Honda,Civic,Used,Automatic,1.5,72499.5,2025,88800
1650,2019,Nissan,Navara,Used,Automatic,2.5,87499.5,2025,62770
1651,2014,Nissan,Almera,Used,Automatic,1.5,87499.5,2025,16888
1652,2019,Toyota,Hilux,Used,Automatic,2.8,97499.5,2025,89800
1653,2017,Ford,Ranger,Used,Automatic,2.2,77499.5,2025,50770
1654,2017,Honda,Br-V,Used,Automatic,1.5,72499.5,2025,37770
1655,2019,Nissan,X-Trail,Used,Automatic,2,57499.5,2025,64770
1656,2015,Honda,Civic,Used,Automatic,2,82499.5,2025,39770
1657,2018,Mercedes,,Used,Automatic,2,37499.5,2025,123770
1658,2017,Toyota,Harrier,Used,Automatic,2,87499.5,2025,107800
1659,2019,Honda,Jazz,Used,Automatic,1.5,67499.5,2025,56770
1660,2014,Honda,City,Used,Automatic,1.5,87499.5,2025,28770
1661,2018,Bmw,530E,Used,Automatic,2,62499.5,2025,91770
1662,2011,Proton,Exora,Used,Automatic,1.6,174999.5,2025,12500
1663,2013,Hyundai,Santa,Used,Automatic,2.4,92499.5,2025,29770
1664,2017,Perodua,Myvi,Used,Automatic,1.5,67499.5,2025,37770
1665,2015,Toyota,Vios,Used,Automatic,1.5,104999.5,2025,38770
1666,2017,Honda,Civic,Used,Automatic,1.8,87499.5,2025,60770
1667,2012,Honda,Civic,Used,Automatic,1.8,97499.5,2025,27770
1668,2021,Proton,Persona,Used,Automatic,1.6,47499.5,2025,32770
1669,2019,Honda,Hr-V,Used,Automatic,1.8,72499.5,2025,67770
1670,2015,Toyota,Vios,Used,Automatic,1.5,72499.5,2025,36770
1671,2016,Mitsubishi,Triton,Used,Automatic,2.4,92499.5,2025,51770
1672,2018,Honda,Hr-V,Used,Automatic,1.8,77499.5,2025,57770
1673,2016,Honda,Accord,Used,Automatic,2,57499.5,2025,60770
1674,2016,Toyota,Hilux,Used,Automatic,2.8,87499.5,2025,78770
1675,2019,Proton,X70,Used,Automatic,1.8,72499.5,2025,50800
1676,2020,Mitsubishi,Triton,Used,Automatic,2.4,114999.5,2025,82900
1677,2018,Perodua,Myvi,Used,Automatic,1.5,52499.5,2025,46000
1678,2014,Honda,City,Used,Automatic,1.5,72499.5,2025,41875
1679,2015,Perodua,Myvi,Used,Automatic,1.3,2499.5,2025,30800
1680,2024,Proton,Saga,Used,Automatic,1.3,7499.5,2025,30888
1681,2018,Mazda,Cx-5,Used,Automatic,2.2,72499.5,2025,64888
1682,2019,Proton,Persona,Used,Automatic,1.6,87499.5,2025,26888
1683,2018,Mercedes,,Used,Automatic,2,67499.5,2025,151888
1684,2020,Honda,Civic,Used,Automatic,1.5,104999.5,2025,92800
1685,2013,Nissan,Almera,Used,Automatic,1.5,77499.5,2025,16900
1686,2017,Bmw,520I,Used,Automatic,2,97499.5,2025,79900
1687,2018,Land,Rover,Used,Automatic,5,62499.5,2025,368000
1688,2018,Bmw,X1,Used,Automatic,2,62499.5,2025,71800
1689,2020,Perodua,Aruz,Used,Automatic,1.5,52499.5,2025,45800
1690,2014,Toyota,Vios,Used,Automatic,1.5,92499.5,2025,30800
1691,2023,PERODUA,Axia,Used,Automatic,1,37499.5,2025,39000
1692,2022,Proton,X70,Used,Automatic,1.8,42499.5,2025,63800
1693,2018,Perodua,Alza,Used,Automatic,1.5,77499.5,2025,38780
1694,2015,Isuzu,D-Max,Used,Automatic,2.5,104999.5,2025,39800
1695,2019,Proton,Persona,Used,Automatic,1.6,62499.5,2025,29780
1696,2014,Toyota,Vios,Used,Automatic,1.5,82499.5,2025,36800
1698,2021,Perodua,Myvi,Used,Automatic,1.5,52499.5,2025,45900
1699,2016,Proton,Saga,Used,Automatic,1.3,67499.5,2025,16780
1700,2016,Mazda,Cx-5,Used,Automatic,2,72499.5,2025,53780
1701,2019,Toyota,Vios,Used,Automatic,1.5,77499.5,2025,51800
1702,2016,Mercedes,E250,Used,Automatic,2,67499.5,2025,86900
1703,2020,Bmw,G20,Used,Automatic,2,87499.5,2025,167900
1704,2012,Honda,City,Used,Automatic,1.5,97499.5,2025,24900
1706,2024,Bmw,218I,Used,Automatic,1.5,7499.5,2025,166800
1707,2009,Nissan,Serena,Used,Automatic,2,154999.5,2025,19700
1708,2012,Isuzu,D-Max,Used,Automatic,3,124999.5,2025,17800
1709,2013,Peugeot,508,Used,Automatic,1.6,164999.5,2025,11900
1710,2024,Proton,Saga,New,Automatic,1.3,2499.5,2025,42000
1711,2024,Proton,X90,New,Automatic,1.5,2499.5,2025,129000
1712,2022,Honda,City,Used,Automatic,1.5,42499.5,2025,71770
1713,2016,Honda,Civic,Used,Automatic,1.5,92499.5,2025,66770
1714,2019,Honda,Hr-V,Used,Automatic,1.8,77499.5,2025,67770
1715,2017,Toyota,Vios,Used,Automatic,1.5,87499.5,2025,42770
1716,2017,Bmw,530I,Used,Automatic,2,87499.5,2025,114800
1717,2015,Kia,Rio,Used,Automatic,1.4,124999.5,2025,24800
1718,2016,Nissan,Grand,Used,Automatic,1.8,87499.5,2025,37800
1719,2018,Honda,Civic,Used,Automatic,1.5,114999.5,2025,72800
1720,2009,Mercedes,,Used,Automatic,1.8,2499.5,2025,66800
1721,2021,Toyota,Hilux,Used,Automatic,2.4,67499.5,2025,90000
1722,2018,Toyota,Hilux,Used,Automatic,2.4,144999.5,2025,78900
1724,2016,Toyota,Camry,Used,Automatic,2.5,52499.5,2025,63888
1725,2008,Toyota,Innova,Used,Automatic,2,164999.5,2025,20600
1726,2014,Mercedes,A180,Used,Automatic,1.6,92499.5,2025,59888
1727,2014,Mercedes,E250,Used,Automatic,2,82499.5,2025,65800
1729,2021,Mercedes,,Recon,Automatic,2,42499.5,2025,0
1730,2015,Honda,Hr-V,Used,Automatic,1.8,104999.5,2025,0
1731,2019,Toyota,Alphard,Recon,Automatic,2.5,17499.5,2025,0
1732,2021,Toyota,Alphard,Recon,Automatic,2.5,22499.5,2025,0
1735,2014,Perodua,Myvi,Used,Automatic,1.5,62499.5,2025,0
1737,2017,Ford,Ranger,Used,Automatic,2.2,77499.5,2025,59800
1738,2015,Mercedes,,Used,Automatic,2,97499.5,2025,83800
1739,2018,Honda,Civic,Used,Automatic,1.5,67499.5,2025,79800
1740,2016,Bmw,320I,Used,Automatic,2,97499.5,2025,76800
1741,2019,Ford,Ranger,Used,Automatic,2,62499.5,2025,78800
1742,2019,Honda,City,Used,Automatic,1.5,57499.5,2025,53800
1743,2019,Honda,Hr-V,Used,Automatic,1.8,77499.5,2025,67770
1744,2021,Mazda,Cx-30,Used,Automatic,2,37499.5,2025,103770
1745,2015,Ford,Ranger,Used,Automatic,3.2,92499.5,2025,46770
1746,2017,Nissan,Navara,Used,Automatic,2.5,82499.5,2025,52770
1748,2017,Perodua,Myvi,Used,Automatic,1.5,82499.5,2025,32800
1749,2018,Honda,Hr-V,Used,Automatic,1.8,72499.5,2025,45800
1750,2019,Lexus,Nx,Used,Automatic,2,42499.5,2025,168800
1751,2020,PROTON,X70,Used,Automatic,1.8,67499.5,2025,61700
1752,2016,TOYOTA,Camry,Used,Automatic,2.5,97499.5,2025,57700
1753,2013,TOYOTA,Vios,Used,Automatic,1.5,134999.5,2025,34700
1754,2018,PERODUA,Myvi,Used,Automatic,1.3,82499.5,2025,34700
1755,2016,NISSAN,Serena,Used,Automatic,2,104999.5,2025,47700
1756,2016,Nissan,X-Trail,Used,Automatic,2,67499.5,2025,42700
1758,2013,Subaru,Xv,Used,Automatic,2,82499.5,2025,24900
1759,2018,Bmw,X5,Used,Automatic,2,97499.5,2025,84900
1760,2013,Toyota,Vios,Used,Automatic,1.5,104999.5,2025,31888
1761,2012,Mercedes,,Used,Automatic,1.8,114999.5,2025,32000
1762,2011,Perodua,Myvi,Used,Automatic,1.3,124999.5,2025,13888
1763,2019,Honda,City,Used,Automatic,1.5,134999.5,2025,53800
1764,2017,Mercedes,,Used,Automatic,2,52499.5,2025,109800
1765,2008,Toyota,Vios,Used,Automatic,1.5,224999.5,2025,34499
1766,2018,Honda,City,Used,Automatic,1.5,92499.5,2025,56800
1767,2003,Toyota,Camry,Used,Automatic,2,224999.5,2025,11800
1768,2019,Proton,Perdana,Used,Automatic,2,92499.5,2025,49999
1769,2007,Nissan,X-Trail,Used,Automatic,2.5,184999.5,2025,16800
1770,2019,Proton,Persona,Used,Automatic,1.6,12499.5,2025,19800
1771,2003,Nissan,Cefiro,Used,Automatic,2,154999.5,2025,6900
1772,2018,Mercedes,,Used,Automatic,2,62499.5,2025,158900
1773,2009,Honda,City,Used,Automatic,1.5,97499.5,2025,14995
1774,2015,Mercedes,,Used,Automatic,2,77499.5,2025,79888
1775,2017,Honda,Hr-V,Used,Automatic,1.8,114999.5,2025,38888
1776,2015,Audi,A8,Used,Automatic,3,62499.5,2025,109780
1777,2014,Ferrari,458,Used,Automatic,4.5,22499.5,2025,880000
1778,2012,Mercedes,,Used,Automatic,1.8,104999.5,2025,53800
1780,2014,Volkswagen,Passat,Used,Automatic,1.8,114999.5,2025,29990
1781,2017,Volkswagen,Tiguan,Used,Automatic,1.4,114999.5,2025,56800
1783,2018,Ford,Ranger,Used,Automatic,2,104999.5,2025,113800
1786,2019,Proton,Exora,Used,Automatic,1.6,52499.5,2025,33800
1787,2019,Mercedes,,Recon,Automatic,2,27499.5,2025,179000
1789,2019,Porsche,Cayenne,Used,Automatic,3,77499.5,2025,425000
1791,2019,Subaru,Xv,Used,Automatic,2,67499.5,2025,68800
1792,2018,Perodua,Axia,Used,Automatic,1,92499.5,2025,20800
1794,2013,Toyota,Camry,Used,Automatic,2.5,114999.5,2025,49999
1795,2017,Honda,City,Used,Automatic,1.5,124999.5,2025,43500
1796,2018,Toyota,Camry,Used,Automatic,2.5,97499.5,2025,116999
1797,2021,Nissan,Almera,Used,Automatic,1,92499.5,2025,56800
1798,2022,Toyota,Voxy,Recon,Automatic,2,12499.5,2025,203000
1800,2022,Land,Rover,Recon,Automatic,3,32499.5,2025,893000
1801,2019,Kia,Optima,Used,Automatic,2,97499.5,2025,99800
1802,2019,Honda,City,Used,Automatic,1.5,72499.5,2025,49888
1803,2020,Toyota,Alphard,Recon,Automatic,2.5,37499.5,2025,189000
1804,2018,Honda,Cr-V,Used,Automatic,1.5,134999.5,2025,92000
1805,2020,Toyota,Rush,Used,Automatic,1.5,77499.5,2025,66800
1806,2012,Toyota,Vellfire,Used,Automatic,2.4,92499.5,2025,82800
1807,2016,Mazda,Cx-3,Used,Automatic,2,87499.5,2025,55800
1808,2014,Nissan,Grand,Used,Automatic,1.8,82499.5,2025,26780
1809,2018,Bmw,330E,Used,Automatic,2,67499.5,2025,63780
1810,2020,Peugeot,3008,Used,Automatic,1.6,72499.5,2025,66780
1811,2017,Hyundai,Tucson,Used,Automatic,2,92499.5,2025,47780
1812,2014,Honda,Accord,Used,Automatic,2,97499.5,2025,37800
1813,2018,Honda,Cr-V,Used,Automatic,2,77499.5,2025,54780
1814,2014,Mercedes,,Used,Automatic,2,92499.5,2025,66780
1815,2022,Nissan,Gt-R,Recon,Automatic,3.8,2499.5,2025,1250000
1816,2003,Toyota,Vios,Used,Automatic,1.5,124999.5,2025,13800
1817,2014,Mercedes,,Used,Automatic,2,134999.5,2025,66600
1818,2021,Porsche,Taycan,Recon,Automatic,10,7499.5,2025,348000
1819,2020,Honda,Hr-V,Used,Automatic,1.5,87499.5,2025,63780
1820,2013,Nissan,Grand,Used,Automatic,1.8,114999.5,2025,21780
1821,2018,Perodua,Bezza,Used,Automatic,1.3,72499.5,2025,28800
1822,2025,Perodua,Axia,New,Automatic,1,2499.5,2025,39780
1823,2019,Mazda,Cx-3,Used,Automatic,2,67499.5,2025,65780
1824,2023,Isuzu,D-Max,Used,Automatic,3,32499.5,2025,109780
1825,2024,Perodua,Alza,New,Automatic,1.5,2499.5,2025,62210
1826,2025,Perodua,Axia,New,Automatic,1,2499.5,2025,43780
1827,2017,Toyota,Innova,Used,Automatic,2,82499.5,2025,58800
1828,2010,Perodua,Myvi,Used,Automatic,1.3,174999.5,2025,13800
1829,2009,Proton,Saga,Used,Automatic,1.3,174999.5,2025,9900
1830,2018,Mazda,Cx-5,Used,Automatic,2,82499.5,2025,77800
1831,2014,Toyota,Harrier,Used,Automatic,2,92499.5,2025,72800
1832,2018,Toyota,Alphard,Used,Automatic,3.5,67499.5,2025,172800
1833,2015,Honda,Cr-V,Used,Automatic,2,104999.5,2025,49800
1834,2021,Honda,Hr-V,Used,Automatic,1.8,42499.5,2025,76800
1836,2015,Toyota,Vellfire,Used,Automatic,3.5,77499.5,2025,148800
1837,2018,BMW,530I,Used,Automatic,2,72499.5,2025,139900
1838,2019,Toyota,Harrier,Used,Automatic,2,72499.5,2025,135800
1839,2020,Mercedes,,Used,Automatic,2,32499.5,2025,169800
1840,2014,Honda,Jazz,Used,Automatic,1.5,104999.5,2025,39800
1841,2020,Volkswagen,Tiguan,Used,Automatic,1.4,52499.5,2025,73555
1842,2016,Honda,Jazz,Used,Automatic,1.5,97499.5,2025,47800
1843,2018,Toyota,C-Hr,Used,Automatic,1.8,104999.5,2025,80800
1844,2016,Honda,Cr-V,Used,Automatic,2,77499.5,2025,52555
1845,2015,Honda,City,Used,Automatic,1.5,67499.5,2025,32800
1846,2015,Mercedes,,Used,Automatic,2,47499.5,2025,86800
1847,2020,Volkswagen,Tiguan,Used,Automatic,1.4,47499.5,2025,75555
1848,2013,Mercedes,,Used,Automatic,2,134999.5,2025,108800
1849,2015,Mazda,Cx-5,Used,Automatic,2,97499.5,2025,46800
1850,2022,Lexus,Nx,Recon,Automatic,2.4,37499.5,2025,306000
1851,2019,Proton,X70,Used,Automatic,1.8,72499.5,2025,57999
1852,2013,Mazda,Cx-5,Used,Automatic,2,97499.5,2025,34999
1853,2019,Honda,City,Used,Automatic,1.5,62499.5,2025,52555
1854,2012,Honda,Cr-V,Used,Automatic,2,124999.5,2025,26999
1855,2015,Mitsubishi,Triton,Used,Automatic,2.5,97499.5,2025,52999
1856,2018,Toyota,Hilux,Used,Automatic,2.4,77499.5,2025,92999
1857,2024,Ford,Ranger,New,Automatic,2,2499.5,2025,142888
1859,2006,Toyota,Harrier,Used,Automatic,2.4,164999.5,2025,29888
1863,2015,Hyundai,Grand,Used,Automatic,2.5,97499.5,2025,63875
1864,2016,Mercedes,,Used,Automatic,2,104999.5,2025,138800
1865,2018,Perodua,Myvi,Used,Automatic,1.3,37499.5,2025,37875
1866,2015,Honda,Hr-V,Used,Automatic,1.8,92499.5,2025,43800
1868,2017,Perodua,Myvi,Used,Automatic,1.5,134999.5,2025,38800
1869,2012,Honda,City,Used,Automatic,1.5,124999.5,2025,24800
1870,2023,Honda,City,Used,Automatic,1.5,12499.5,2025,65800
1871,2018,Honda,City,Used,Automatic,1.5,72499.5,2025,54780
1872,2018,Honda,City,Used,Automatic,1.5,82499.5,2025,47780
1873,2014,Perodua,Myvi,Used,Automatic,1.3,92499.5,2025,23780
1874,2013,Toyota,Vios,Used,Automatic,1.5,104999.5,2025,26800
1875,2015,Honda,City,Used,Automatic,1.5,72499.5,2025,38780
1876,2017,Mercedes,,Used,Automatic,2,2499.5,2025,158600
1877,2023,Volkswagen,Tiguan,Used,Automatic,2,82499.5,2025,143800
1878,2024,Proton,X50,New,Automatic,1.5,2499.5,2025,100800
1879,2024,Proton,Saga,New,Automatic,1.3,2499.5,2025,42800
1880,2024,Proton,X50,New,Automatic,1.5,2499.5,2025,81000
1881,2024,Proton,X50,New,Automatic,1.5,2499.5,2025,89500
1882,2014,Perodua,Myvi,Used,Automatic,1.3,87499.5,2025,21800
1883,2019,Mazda,Cx-5,Used,Automatic,2,67499.5,2025,89800
1884,2016,Perodua,Axia,Used,Automatic,1,97499.5,2025,26800
1885,2019,Toyota,Yaris,Used,Automatic,1.5,134999.5,2025,50999
1886,2022,Honda,Civic,Used,Automatic,1.8,42499.5,2025,85780
1887,2013,Honda,Civic,Used,Automatic,1.8,114999.5,2025,29780
1888,2016,Honda,Accord,Used,Automatic,2,87499.5,2025,45780
1889,2022,Perodua,Bezza,Used,Automatic,1.3,22499.5,2025,40780
1890,2019,Toyota,Vellfire,Used,Automatic,2.5,17499.5,2025,173780
1891,2014,Perodua,Axia,Used,Automatic,1,154999.5,2025,19000
1892,2023,Honda,City,Used,Automatic,1.5,17499.5,2025,67000
1893,2005,Honda,Jazz,Used,Automatic,1.5,67499.5,2025,27800
1894,2021,Ford,Ranger,Used,Automatic,2,67499.5,2025,95000
1895,2011,Ford,Fiesta,Used,Automatic,1.6,224999.5,2025,7500
1896,2019,Nissan,X-Trail,Used,Automatic,2,82499.5,2025,72500
1904,2021,Honda,Civic,Recon,Automatic,1.5,32499.5,2025,0
1905,2018,Mazda,Cx-5,Used,Automatic,2,32499.5,2025,0
1906,2020,Toyota,Alphard,Recon,Automatic,3.5,17499.5,2025,0
1907,2020,Toyota,Alphard,Recon,Automatic,2.5,32499.5,2025,0
1908,2018,Proton,Saga,Used,Automatic,1.3,72499.5,2025,0
1910,2014,Mercedes,,Used,Automatic,2,47499.5,2025,65600
1911,2018,Perodua,Myvi,Used,Automatic,1.5,87499.5,2025,41999
1912,2022,Porsche,"Taycan,",Recon,Automatic,1,7499.5,2025,358000
1913,2016,Mercedes,,Used,Automatic,1.6,97499.5,2025,96800
1914,2016,Mercedes,,Used,Automatic,1.6,87499.5,2025,83800
1915,2019,Bmw,330E,Used,Automatic,2,57499.5,2025,86800
1916,2019,Bmw,330E,Used,Automatic,2,57499.5,2025,86800
1917,2016,Bmw,320I,Used,Automatic,2,87499.5,2025,76800
1918,2019,Bmw,330E,Used,Automatic,2,57499.5,2025,86800
1919,2020,Perodua,Myvi,Used,Automatic,1.5,67499.5,2025,46999
1920,2019,Perodua,Myvi,Used,Automatic,1.5,87499.5,2025,35000
1921,2019,Perodua,Myvi,Used,Automatic,1.5,82499.5,2025,40999
1923,2018,Mercedes,,Used,Automatic,2,77499.5,2025,194999
1924,2017,Mercedes,,Used,Automatic,1.6,92499.5,2025,99999
1925,2014,Mercedes,,Used,Automatic,2,104999.5,2025,65999
1929,2021,Porsche,Cayenne,Recon,Automatic,3,7499.5,2025,569000
1930,2023,Porsche,Cayenne,Recon,Automatic,3,12499.5,2025,616000
1931,2019,Toyota,Vellfire,Used,Automatic,2.5,52499.5,2025,190000
1932,2020,Toyota,Vellfire,Recon,Automatic,2.5,27499.5,2025,209000
1933,2010,Honda,Civic,Used,Automatic,2,97499.5,2025,41688
1934,2014,NISSAN,Almera,Used,Automatic,1.5,114999.5,2025,15700
1935,2015,MAZDA,3,Used,Automatic,2,114999.5,2025,45700
1936,2016,HONDA,Civic,Used,Automatic,1.5,97499.5,2025,68700
1937,2019,NISSAN,X-Trail,Used,Automatic,2,77499.5,2025,55700
1938,2019,BMW,X1,Used,Automatic,2,62499.5,2025,79700
1939,2019,HONDA,Cr-V,Used,Automatic,1.5,82499.5,2025,96700
1940,2016,Subaru,Forester,Used,Automatic,2,82499.5,2025,42700
1941,2018,Ford,Ranger,Used,Automatic,2,97499.5,2025,69900
1942,2016,Subaru,Xv,Used,Automatic,2,82499.5,2025,42700
1943,2010,Toyota,Innova,Used,Automatic,2,134999.5,2025,24800
1944,2015,Mercedes,,Used,Automatic,1.8,97499.5,2025,78900
1945,2018,Bmw,X5,Used,Automatic,2,97499.5,2025,84900
1946,2021,Proton,Persona,Used,Automatic,1.6,52499.5,2025,31700
1947,2022,Ford,Ranger,Used,Automatic,3,77499.5,2025,198900
