,year_produce,brand,model,car_type,gear_type,engine_cap,mileage,year_extracted,old_price
629,2017,Kia,Sportage,Used,Automatic,2,72499.5,2025,45800
631,2017,Mercedes,,Used,Automatic,2,67499.5,2025,136850
632,2019,Ford,Mustang,Used,Automatic,2.3,37499.5,2025,205800
633,2020,Bmw,X4,Used,Automatic,2,47499.5,2025,209000
634,2019,Toyota,Mark,Recon,Automatic,2.5,52499.5,2025,143000
636,2017,Perodua,Bezza,Used,Automatic,1.3,87499.5,2025,26850
637,2017,Mazda,Cx-5,Used,Automatic,2,124999.5,2025,58850
638,2016,Proton,Preve,Used,Automatic,1.6,97499.5,2025,19850
639,2021,Toyota,Vellfire,Recon,Automatic,2.5,37499.5,2025,222000
640,2020,Mercedes,,Recon,Automatic,2,7499.5,2025,179000
641,2023,Bmw,530E,Used,Automatic,2,57499.5,2025,208900
642,2011,Perodua,Myvi,Used,Automatic,1.3,97499.5,2025,0
643,2020,Honda,Civic,Used,Automatic,1.5,92499.5,2025,0
644,2021,Toyota,Harrier,Recon,Automatic,2,22499.5,2025,0
645,2010,Nissan,Grand,Used,Automatic,1.6,144999.5,2025,15800
646,2023,Toyota,Alphard,Recon,Automatic,2.5,2499.5,2025,379700
647,2021,Toyota,Vellfire,Recon,Automatic,3.5,37499.5,2025,210700
648,2015,Toyota,Alphard,Used,Automatic,2.5,92499.5,2025,155800
649,2015,Honda,Civic,Used,Automatic,2,124999.5,2025,42888
650,2023,Porsche,Taycan,Recon,Automatic,1,2499.5,2025,358000
651,2023,Toyota,Alphard,Recon,Automatic,2.5,2499.5,2025,362000
652,2021,Toyota,Alphard,Recon,Automatic,2.5,22499.5,2025,216000
653,2023,Lexus,Rx350,Recon,Automatic,2.4,2499.5,2025,399000
654,2019,Bmw,523I,Recon,Automatic,2,32499.5,2025,176000
656,2011,Toyota,Vios,Used,Automatic,1.5,104999.5,2025,28800
659,2023,Lexus,Rx350,Recon,Automatic,2.4,7499.5,2025,398000
660,2019,Bmw,523I,Recon,Automatic,2,32499.5,2025,199000
661,2019,Honda,Odyssey,Recon,Automatic,2.4,47499.5,2025,125000
662,2022,Toyota,Noah,Recon,Automatic,2,77499.5,2025,125000
663,2019,Mercedes,,Recon,Automatic,1.3,87499.5,2025,159000
664,2022,Lexus,Rx300,Recon,Automatic,2,12499.5,2025,293000
665,2019,Perodua,Myvi,Used,Automatic,1.5,92499.5,2025,41800
666,2014,Volkswagen,Jetta,Used,Automatic,1.4,92499.5,2025,21800
667,2017,Kia,Sportage,Used,Automatic,2,72499.5,2025,45800
669,2017,Mercedes,,Used,Automatic,2,67499.5,2025,136850
670,2019,Ford,Mustang,Used,Automatic,2.3,37499.5,2025,205800
671,2020,Bmw,X4,Used,Automatic,2,47499.5,2025,209000
672,2019,Toyota,Mark,Recon,Automatic,2.5,52499.5,2025,143000
674,2017,Perodua,Bezza,Used,Automatic,1.3,87499.5,2025,26850
675,2017,Mazda,Cx-5,Used,Automatic,2,124999.5,2025,58850
676,2016,Proton,Preve,Used,Automatic,1.6,97499.5,2025,19850
677,2021,Toyota,Vellfire,Recon,Automatic,2.5,37499.5,2025,222000
678,2018,Toyota,Harrier,Used,Automatic,2,72499.5,2025,128888
679,2019,Hyundai,Tucson,Used,Automatic,2,82499.5,2025,53980
680,2023,Toyota,Vellfire,Recon,Automatic,2.4,17499.5,2025,438000
681,2015,Honda,Hr-V,Used,Automatic,1.8,97499.5,2025,48999
682,2010,Toyota,Estima,Used,Automatic,2.4,92499.5,2025,55999
683,2019,Mazda,CX-5,Used,Automatic,2.5,87499.5,2025,96999
684,2017,Honda,Civic,Used,Automatic,1.5,82499.5,2025,78999
685,2016,Honda,City,Used,Automatic,1.5,114999.5,2025,36999
686,2022,Mercedes,,Used,Automatic,2,104999.5,2025,318000
687,2020,Toyota,Alphard,Recon,Automatic,2.5,37499.5,2025,195000
688,2021,Honda,Jazz,Used,Automatic,1.5,52499.5,2025,71800
689,2023,Perodua,Alza,Used,Automatic,1.5,17499.5,2025,64800
690,2016,Bmw,320I,Used,Automatic,2,124999.5,2025,79800
691,2016,Bmw,320I,Used,Automatic,2,104999.5,2025,75800
692,2017,Perodua,Axia,Used,Automatic,1,32499.5,2025,23800
693,2023,Toyota,Vellfire,Recon,Automatic,2.4,12499.5,2025,454000
694,2021,Mercedes,,Recon,Automatic,1.5,12499.5,2025,215000
695,2020,Porsche,Taycan,Recon,Automatic,1,37499.5,2025,323000
696,2022,Proton,X70,Used,Automatic,1.8,42499.5,2025,71300
697,2021,Proton,Saga,Used,Automatic,1.3,67499.5,2025,24800
698,2017,Honda,Cr-V,Used,Automatic,1.5,87499.5,2025,79800
699,2019,Honda,Civic,Used,Automatic,1.8,77499.5,2025,67800
700,2018,Perodua,Myvi,Used,Automatic,1.5,77499.5,2025,37800
701,2019,Mazda,Cx-5,Used,Automatic,2,67499.5,2025,85800
702,2018,Mercedes,,Used,Automatic,2,67499.5,2025,125800
703,2009,Mercedes,,Used,Automatic,3,82499.5,2025,27800
704,2013,Volkswagen,Golf,Used,Automatic,1.4,104999.5,2025,36800
705,2017,Kia,Sorento,Used,Automatic,2.4,77499.5,2025,55800
706,2018,Bmw,530E,Used,Automatic,2,67499.5,2025,86800
708,2021,Perodua,Ativa,Used,Automatic,1,72499.5,2025,52800
712,2022,Porsche,911,Recon,Automatic,4,12499.5,2025,1680000
713,2021,Toyota,Vellfire,Recon,Automatic,3.5,12499.5,2025,303000
714,2020,Toyota,86,Recon,Automatic,2,12499.5,2025,165000
715,2023,Toyota,Vellfire,Recon,Automatic,2.4,7499.5,2025,488000
716,2019,Proton,X70,Used,Automatic,1.8,82499.5,2025,59800
717,2019,Perodua,Axia,Used,Automatic,1,67499.5,2025,25800
718,2013,Nissan,Almera,Used,Automatic,1.5,97499.5,2025,17800
719,2019,Honda,Hr-V,Used,Automatic,1.5,77499.5,2025,61800
720,2023,Toyota,Alphard,Recon,Automatic,2.5,7499.5,2025,349000
721,2022,Honda,City,Used,Automatic,1.5,52499.5,2025,69770
722,2021,Porsche,Taycan,Recon,Automatic,10,27499.5,2025,389000
723,2022,Honda,Civic,Recon,Automatic,2,7499.5,2025,279000
724,2023,Land,Rover,Recon,Automatic,2,2499.5,2025,495000
725,2020,Mazda,3,Used,Automatic,2,62499.5,2025,105780
726,2020,Bmw,330E,Used,Automatic,2,57499.5,2025,90780
727,2020,Perodua,Aruz,Used,Automatic,1.5,82499.5,2025,50780
728,2017,Audi,A4,Used,Automatic,2,97499.5,2025,68800
729,2019,Toyota,Vios,Used,Automatic,1.5,82499.5,2025,0
730,2021,Toyota,Alphard,Recon,Automatic,2.5,52499.5,2025,0
731,2022,Honda,Civic,Used,Automatic,1.5,42499.5,2025,0
732,2021,Honda,Civic,Used,Automatic,1.8,77499.5,2025,0
733,2016,Honda,Civic,Used,Automatic,1.5,87499.5,2025,0
734,2020,Mercedes,,Recon,Automatic,2,17499.5,2025,0
735,2019,Isuzu,D-Max,Used,Automatic,3,67499.5,2025,72900
736,2023,Bmw,X3,Used,Automatic,2,22499.5,2025,209000
737,2021,Mercedes,,Used,Automatic,2,52499.5,2025,161800
739,2021,Toyota,Alphard,Recon,Automatic,2.5,27499.5,2025,229700
740,2023,Toyota,Alphard,Recon,Automatic,2.5,2499.5,2025,359700
741,2021,Toyota,Alphard,Recon,Automatic,2.5,22499.5,2025,217700
742,2021,Toyota,Alphard,Recon,Automatic,2.5,27499.5,2025,217700
744,2023,Toyota,Alphard,Recon,Automatic,2.5,2499.5,2025,358000
745,2023,Toyota,Harrier,Recon,Automatic,2,2499.5,2025,231000
746,2023,Toyota,Alphard,Recon,Automatic,2.5,17499.5,2025,268000
747,2019,Toyota,Camry,Used,Automatic,2.5,62499.5,2025,139800
749,2018,Mercedes,,Used,Automatic,1.6,52499.5,2025,115999
750,2019,Mercedes,,Used,Automatic,2,77499.5,2025,264800
751,2020,Mercedes,,Used,Automatic,2,67499.5,2025,249500
752,2009,Honda,Accord,Used,Automatic,2,274999.5,2025,18600
753,2017,Mazda,2,Used,Automatic,1.5,82499.5,2025,51800
754,2022,Toyota,Alphard,Recon,Automatic,2.5,7499.5,2025,209000
755,2020,Nissan,X-Trail,Used,Automatic,2,67499.5,2025,68999
756,2017,Mini,Cooper,Used,Automatic,2,57499.5,2025,98999
757,2007,Honda,Civic,Used,Automatic,1.8,164999.5,2025,31000
758,2006,Toyota,Vios,Used,Automatic,1.5,224999.5,2025,25000
759,2007,Toyota,Estima,Used,Automatic,2.4,164999.5,2025,36888
760,2022,Mercedes,,Used,Automatic,2,27499.5,2025,238000
761,2020,Toyota,Harrier,Recon,Automatic,2,22499.5,2025,173000
762,2019,Toyota,Vellfire,Recon,Automatic,2.5,32499.5,2025,190000
763,2021,Toyota,Harrier,Recon,Automatic,2,77499.5,2025,159000
764,2010,Toyota,Corolla,Used,Automatic,1.8,134999.5,2025,25800
765,2016,Honda,Hr-V,Used,Automatic,1.8,87499.5,2025,51800
766,2017,Kia,Sportage,Used,Automatic,2,97499.5,2025,50800
768,2022,Toyota,Alphard,Recon,Automatic,2.5,12499.5,2025,251000
769,2013,Honda,Cr-V,Used,Automatic,2,124999.5,2025,29800
770,2013,Honda,Jazz,Used,Automatic,1.5,82499.5,2025,32800
771,2022,Suzuki,Swift,Recon,Automatic,1.4,22499.5,2025,112000
772,2012,Mercedes,,Used,Automatic,1.8,77499.5,2025,39800
773,2012,Volkswagen,Golf,Used,Automatic,2,144999.5,2025,76888
774,2013,Mercedes,,Used,Automatic,1.8,72499.5,2025,39800
775,2013,Honda,City,Used,Automatic,1.5,82499.5,2025,25800
776,2019,Honda,Cr-V,Used,Automatic,1.5,82499.5,2025,88800
777,2018,Toyota,Corolla,Used,Automatic,1.8,67499.5,2025,63900
778,2019,Toyota,Mark,Used,Automatic,2.5,37499.5,2025,111800
779,2011,Nissan,Teana,Used,Automatic,2,77499.5,2025,18800
780,2018,Honda,Civic,Used,Automatic,1.5,104999.5,2025,83555
781,2021,Lexus,Nx300,Recon,Automatic,2,12499.5,2025,212000
782,2017,Honda,Hr-V,Used,Automatic,1.8,82499.5,2025,50800
783,2014,Mazda,Cx-5,Used,Automatic,2,97499.5,2025,37888
785,2019,Nissan,X-Trail,Used,Automatic,2,97499.5,2025,62888
788,2017,Toyota,Hilux,Used,Automatic,2.8,92499.5,2025,79800
789,2020,Mazda,Cx-5,Used,Automatic,2.2,77499.5,2025,69800
791,2021,Lexus,Nx300,Recon,Automatic,2,17499.5,2025,230000
792,2013,Volkswagen,Golf,Used,Automatic,2,92499.5,2025,69900
793,2018,Mazda,3,Used,Automatic,2,72499.5,2025,66800
794,2013,Perodua,Myvi,Used,Automatic,1.5,114999.5,2025,21800
795,2012,Toyota,Prius,Used,Automatic,1.5,92499.5,2025,16500
797,2015,Toyota,Estima,Used,Automatic,2.4,82499.5,2025,86888
799,2014,Perodua,Myvi,Used,Automatic,1.3,77499.5,2025,22800
800,2019,Proton,Persona,Used,Automatic,1.6,52499.5,2025,29800
801,2017,Proton,Exora,Used,Automatic,1.6,72499.5,2025,28800
802,2014,Nissan,Almera,Used,Automatic,1.5,82499.5,2025,19800
803,2018,Honda,Br-V,Used,Automatic,1.5,77499.5,2025,49800
804,2014,Honda,City,Used,Automatic,1.5,57499.5,2025,33800
805,2018,Honda,Jazz,Used,Automatic,1.5,72499.5,2025,49800
806,2014,Mercedes,,Used,Automatic,2,104999.5,2025,83800
808,2018,Proton,Preve,Used,Automatic,1.6,52499.5,2025,25800
809,2019,Honda,City,Used,Automatic,1.5,72499.5,2025,58800
810,2019,Perodua,Myvi,Used,Automatic,1.5,67499.5,2025,42900
812,2019,Toyota,Vios,Used,Automatic,1.5,52499.5,2025,51770
813,2016,Honda,Accord,Used,Automatic,2,62499.5,2025,60770
814,2022,Honda,City,Used,Automatic,1.5,32499.5,2025,65770
815,2021,Proton,Persona,Used,Automatic,1.6,52499.5,2025,32770
816,2017,Perodua,Bezza,Used,Automatic,1.3,77499.5,2025,28800
818,2021,Mercedes,,Recon,Automatic,2,37499.5,2025,299000
819,2022,Toyota,Landcruiser,Recon,Automatic,3.3,7499.5,2025,465000
820,2022,Land,Rover,Recon,Automatic,2,7499.5,2025,329000
821,2022,Land,Rover,Recon,Automatic,2,22499.5,2025,409000
822,2017,Nissan,X-Trail,Used,Automatic,2,62499.5,2025,40780
823,2014,Proton,Preve,Used,Automatic,1.6,124999.5,2025,14780
824,2019,Honda,City,Used,Automatic,1.5,57499.5,2025,50780
826,2020,Mitsubishi,Triton,Used,Automatic,2.4,52499.5,2025,89780
827,2021,Nissan,Almera,Used,Automatic,1,52499.5,2025,61780
828,2019,Toyota,Alphard,Recon,Automatic,3.5,22499.5,2025,0
829,2023,Toyota,Alphard,Recon,Automatic,2.5,7499.5,2025,0
830,2020,Toyota,Vellfire,Recon,Automatic,2.5,37499.5,2025,0
831,2022,Toyota,Alphard,Recon,Automatic,2.5,27499.5,2025,0
832,2023,Volkswagen,Golf,Used,Automatic,1.4,37499.5,2025,128800
833,2018,Perodua,Bezza,Used,Automatic,1.3,62499.5,2025,27770
834,2020,Toyota,Vellfire,Recon,Automatic,2.5,32499.5,2025,209700
835,2021,Toyota,Alphard,Recon,Automatic,2.5,42499.5,2025,217700
836,2015,Toyota,Alphard,Used,Automatic,3.5,92499.5,2025,79800
837,2023,Toyota,Alphard,Recon,Automatic,2.5,2499.5,2025,382700
838,2021,Toyota,Alphard,Recon,Automatic,2.5,27499.5,2025,218700
839,2020,Toyota,Alphard,Recon,Automatic,2.5,42499.5,2025,210700
840,2016,Toyota,Corolla,Used,Automatic,1.8,87499.5,2025,49770
841,2023,Toyota,Alphard,Recon,Automatic,2.5,2499.5,2025,372700
842,2021,Nissan,Almera,Used,Automatic,1,62499.5,2025,59770
843,2022,Bmw,740Le,Used,Automatic,3,32499.5,2025,289000
844,2018,Honda,Accord,Used,Automatic,2,82499.5,2025,71770
845,2023,Porsche,Cayenne,Used,Automatic,3,52499.5,2025,399000
846,2025,Honda,Cr-V,New,Automatic,1.5,2499.5,2025,169900
847,2023,Toyota,Alphard,Recon,Automatic,2.5,2499.5,2025,375000
848,2025,Honda,Civic,New,Automatic,1.5,2499.5,2025,144900
849,2025,Honda,Hr-V,New,Automatic,1.5,2499.5,2025,135900
850,2025,Honda,City,New,Automatic,1.5,2499.5,2025,94900
851,2022,Land,Rover,Recon,Automatic,4.4,2499.5,2025,891000
852,2018,Toyota,Avanza,Used,Automatic,1.5,72499.5,2025,42999
853,2018,Nissan,Grand,Used,Automatic,1.8,72499.5,2025,42999
854,2023,Porsche,Cayenne,Used,Automatic,3,32499.5,2025,417800
855,2012,Perodua,Myvi,Used,Automatic,1.5,184999.5,2025,22800
856,2007,Perodua,Kelisa,Used,Automatic,1,224999.5,2025,12700
857,2019,Mercedes,,Used,Automatic,2,27499.5,2025,172800
859,2021,Toyota,Harrier,Recon,Automatic,2,17499.5,2025,208888
860,2018,Mercedes,,Used,Automatic,2,72499.5,2025,133800
862,2019,Toyota,Alphard,Recon,Automatic,2.5,32499.5,2025,168000
863,2018,Honda,Civic,Used,Automatic,1.5,67499.5,2025,82999
864,2020,Honda,Civic,Used,Automatic,1.5,47499.5,2025,97999
865,2020,Honda,Civic,Used,Automatic,1.5,87499.5,2025,95999
866,2019,Honda,City,Used,Automatic,1.5,47499.5,2025,57999
869,2021,Toyota,Alphard,Recon,Automatic,2.5,7499.5,2025,253000
870,2020,Mazda,3,Used,Automatic,2,72499.5,2025,116500
871,2021,Proton,X50,Used,Automatic,1.5,62499.5,2025,69800
872,2023,Toyota,Harrier,New,Automatic,2,7499.5,2025,219000
873,2023,Toyota,Harrier,Recon,Automatic,2,2499.5,2025,231000
874,2010,Perodua,Alza,Used,Automatic,1.5,87499.5,2025,23800
875,2021,Mercedes,GLE450,Recon,Automatic,3,22499.5,2025,535000
876,2019,Isuzu,4X4,Used,Automatic,2.5,87499.5,2025,68999
877,2021,Toyota,Alphard,Recon,Automatic,2.5,17499.5,2025,222000
878,2022,Toyota,Alphard,Recon,Automatic,2.5,17499.5,2025,250000
879,2020,Toyota,Alphard,Recon,Automatic,2.5,12499.5,2025,199000
880,2020,Honda,Cr-V,Used,Automatic,1.5,87499.5,2025,96800
881,2019,Perodua,Myvi,Used,Automatic,1.3,87499.5,2025,32800
882,2017,Honda,Jazz,Used,Automatic,1.5,72499.5,2025,42800
883,2016,Perodua,Myvi,Used,Automatic,1.3,77499.5,2025,25800
884,2020,Bmw,Z4,Recon,Automatic,2,37499.5,2025,238000
885,2017,Mazda,3,Used,Automatic,2,124999.5,2025,60800
886,2018,Kia,Cerato,Used,Automatic,1.6,87499.5,2025,45800
887,2014,Ford,Fiesta,Used,Automatic,1.5,72499.5,2025,14800
888,2019,Honda,City,Used,Automatic,1.5,114999.5,2025,46800
889,2005,Toyota,Vios,Used,Automatic,1.5,154999.5,2025,11800
890,2021,Mercedes,,Recon,Automatic,1.5,22499.5,2025,286000
891,2015,Perodua,Axia,Used,Automatic,1,92499.5,2025,21800
892,2018,Mazda,3,Used,Automatic,2,87499.5,2025,75800
893,2020,Honda,Stepwagon,Recon,Automatic,1.5,42499.5,2025,148000
894,2025,Nissan,Serena,New,Automatic,2,2499.5,2025,130800
895,2016,Perodua,Myvi,Used,Automatic,1.5,92499.5,2025,33800
896,2019,Honda,City,Used,Automatic,1.5,92499.5,2025,52800
897,2024,NiSSAN,Almera,New,Automatic,1,2499.5,2025,76800
898,2010,Honda,Civic,Used,Automatic,1.8,114999.5,2025,30800
899,2023,Toyota,Yaris,Used,Automatic,1.5,12499.5,2025,69800
903,2023,Honda,Civic,Recon,Automatic,2,2499.5,2025,280000
904,2008,Mitsubishi,Triton,Used,Automatic,2.5,124999.5,2025,27800
905,2021,Bmw,530I,Used,Automatic,2,37499.5,2025,245800
906,2020,Toyota,Vellfire,Used,Automatic,2.5,47499.5,2025,199800
907,2016,Mercedes,,Used,Automatic,2,87499.5,2025,93800
908,2022,Proton,Saga,Used,Automatic,1.3,52499.5,2025,28800
909,2009,Honda,Odyssey,Used,Automatic,2.4,87499.5,2025,37800
910,2019,Honda,Jazz,Used,Automatic,1.5,47499.5,2025,64800
911,2012,Toyota,Landcruiser,Used,Automatic,4.6,77499.5,2025,119800
912,2020,Toyota,Vellfire,Used,Automatic,2.5,47499.5,2025,199800
914,2015,Mercedes,,Used,Automatic,2.1,104999.5,2025,39800
915,2016,BMW,330E,Used,Automatic,2,92499.5,2025,49800
917,2019,Mercedes,C180,Recon,Automatic,1.6,42499.5,2025,157888
918,2020,Honda,Civic,Recon,Automatic,1.5,32499.5,2025,147888
920,2020,Mercedes,,Recon,Automatic,1.3,12499.5,2025,148888
921,2017,Mercedes,,Used,Automatic,2,57499.5,2025,108800
922,2009,Honda,Accord,Used,Automatic,2.4,104999.5,2025,26900
923,2018,Honda,Civic,Used,Automatic,1.5,72499.5,2025,81800
924,2016,Nissan,X-Trail,Used,Automatic,2,97499.5,2025,37800
925,2016,Honda,Cr-V,Used,Automatic,2,104999.5,2025,54800
926,2018,Nissan,Almera,Used,Automatic,1.5,67499.5,2025,27900
927,2015,Hyundai,Grand,Used,Automatic,2.5,92499.5,2025,59788
928,2022,Perodua,Ativa,Used,Automatic,1,57499.5,2025,55788
929,2013,Nissan,Almera,Used,Automatic,1.5,97499.5,2025,17900
930,2023,Suzuki,Jimny,Recon,Automatic,1.5,7499.5,2025,159000
931,2014,Honda,City,Used,Automatic,1.5,92499.5,2025,31800
932,2022,Honda,Odyssey,Recon,Automatic,2.4,17499.5,2025,199000
933,2018,Mazda,Cx-5,Used,Automatic,2,87499.5,2025,77770
934,2017,Perodua,Myvi,Used,Automatic,1.5,62499.5,2025,37770
935,2019,Honda,Hr-V,Used,Automatic,1.8,52499.5,2025,64770
936,2021,Suzuki,Jimny,Recon,Automatic,1.5,7499.5,2025,158000
937,2017,Honda,Civic,Used,Automatic,1.8,92499.5,2025,77999
941,2022,Land,Rover,Recon,Automatic,2,12499.5,2025,347000
942,2022,Mercedes,,Recon,Automatic,4,22499.5,2025,1145000
943,2019,Toyota,Alphard,Recon,Automatic,2.5,17499.5,2025,0
944,2023,Toyota,Alphard,Recon,Automatic,2.5,7499.5,2025,0
945,2011,Perodua,Myvi,Used,Automatic,1.3,124999.5,2025,0
946,2020,Honda,Civic,Used,Automatic,1.5,87499.5,2025,0
947,2023,Toyota,Alphard,Recon,Automatic,2.5,7499.5,2025,349000
948,2021,Toyota,Vellfire,Recon,Automatic,2.5,27499.5,2025,0
949,2020,Mazda,2,Used,Automatic,1.5,82499.5,2025,49780
950,2011,Toyota,Vios,Used,Automatic,1.5,114999.5,2025,22780
951,2022,BMW,X1,Used,Automatic,1.5,104999.5,2025,143780
952,2021,Toyota,Alphard,Recon,Automatic,2.5,32499.5,2025,198700
953,2020,Toyota,Alphard,Recon,Automatic,2.5,17499.5,2025,222700
954,2021,Honda,Civic,Recon,Automatic,1.5,37499.5,2025,152700
955,2021,Toyota,Alphard,Recon,Automatic,2.5,27499.5,2025,199700
956,2020,Toyota,Harrier,Recon,Automatic,2,17499.5,2025,179000
957,2016,Toyota,Avanza,Used,Automatic,1.5,87499.5,2025,40770
958,2019,Honda,City,Used,Automatic,1.5,57499.5,2025,45770
959,2018,Honda,Civic,Used,Automatic,1.5,72499.5,2025,72770
960,2018,Mazda,Cx-5,Used,Automatic,2,87499.5,2025,77770
961,2015,Toyota,Vios,Used,Automatic,1.5,104999.5,2025,38770
962,2017,Honda,Hr-V,Used,Automatic,1.8,87499.5,2025,44800
963,2015,Proton,Persona,Used,Automatic,1.6,97499.5,2025,12800
964,2024,Isuzu,D-Max,Used,Automatic,1.9,32499.5,2025,89800
965,2013,Perodua,Viva,Used,Automatic,1,97499.5,2025,12800
966,2023,Mercedes,,Used,Automatic,2,17499.5,2025,257900
967,2019,Nissan,Navara,Used,Automatic,2.5,77499.5,2025,54800
968,2012,Honda,City,Used,Automatic,1.5,134999.5,2025,22800
969,2016,Bmw,320I,Used,Automatic,2,87499.5,2025,69800
970,2016,Bmw,320I,Used,Automatic,2,92499.5,2025,76800
971,2016,Bmw,320I,Used,Automatic,2,97499.5,2025,73800
972,2012,Proton,Persona,Used,Automatic,1.6,97499.5,2025,9999
973,2013,Proton,Saga,Used,Automatic,1.6,124999.5,2025,10999
974,2018,Honda,City,Used,Automatic,1.5,67499.5,2025,39999
975,2019,Honda,City,Used,Automatic,1.5,57499.5,2025,53999
976,2020,Honda,Cr-V,Used,Automatic,1.5,77499.5,2025,89999
977,2018,Honda,City,Used,Automatic,1.5,67499.5,2025,52999
979,2018,Proton,Preve,Used,Automatic,1.6,134999.5,2025,22900
980,2010,Toyota,Vios,Used,Automatic,1.5,134999.5,2025,21999
981,2019,Proton,Saga,Used,Automatic,1.3,82499.5,2025,23900
982,2019,Mazda,3,Used,Automatic,2,62499.5,2025,98800
983,2015,Nissan,Grand,Used,Automatic,1.8,124999.5,2025,30800
984,2020,Perodua,Myvi,Used,Automatic,1.5,87499.5,2025,42800
985,2020,Mercedes,,Recon,Automatic,1.5,57499.5,2025,178000
986,2022,Mazda,3,Used,Automatic,2,62499.5,2025,125800
988,2018,Honda,Cr-V,Used,Automatic,2,104999.5,2025,88800
989,2014,Ford,Fiesta,Used,Automatic,1,114999.5,2025,12800
991,2015,Proton,Exora,Used,Automatic,1.6,114999.5,2025,15800
992,2014,Ford,Fiesta,Used,Automatic,1,144999.5,2025,12800
994,2020,Toyota,Vios,Used,Automatic,1.5,77499.5,2025,58000
995,2015,Nissan,Grand,Used,Automatic,1.8,87499.5,2025,27800
997,2008,Toyota,Corolla,Used,Automatic,1.8,184999.5,2025,19600
998,2005,Toyota,Alphard,Used,Automatic,2.4,124999.5,2025,37800
999,2024,Volkswagen,Golf,Used,Automatic,2,7499.5,2025,299800
1000,2010,Toyota,Camry,Used,Automatic,2,124999.5,2025,28800
1002,2023,Bmw,320I,Used,Automatic,2,7499.5,2025,218000
1003,2021,Mazda,Cx-5,Used,Automatic,2.5,67499.5,2025,125800
1004,2016,Toyota,Vios,Used,Automatic,1.5,87499.5,2025,38800
1005,2012,Perodua,Myvi,Used,Automatic,1.5,57499.5,2025,22800
1006,2013,Toyota,Fortuner,Used,Automatic,2.5,154999.5,2025,71800
1007,2023,Ford,Ranger,Used,Automatic,2,32499.5,2025,89800
1008,2005,Proton,Waja,Used,Automatic,1.6,194999.5,2025,6800
1009,2010,Honda,Civic,Used,Automatic,1.8,114999.5,2025,28800
1010,2016,Honda,Accord,Used,Automatic,2.4,92499.5,2025,49900
1011,2021,Toyota,Alphard,Recon,Automatic,2.5,22499.5,2025,237000
1012,2019,Proton,Saga,Used,Automatic,1.3,87499.5,2025,19800
1013,2021,Honda,Civic,Used,Automatic,1.5,67499.5,2025,96800
1014,2019,Honda,Cr-V,Used,Automatic,2,72499.5,2025,79800
1015,2017,Honda,Civic,Used,Automatic,1.5,87499.5,2025,70800
1016,2019,Toyota,Camry,Used,Automatic,2.5,42499.5,2025,129800
1018,2021,Lexus,Rx300,Recon,Automatic,2,32499.5,2025,276800
1019,2022,Toyota,Harrier,Recon,Automatic,2,12499.5,2025,199800
1020,2023,Toyota,Harrier,Recon,Automatic,2,22499.5,2025,213800
1021,2016,Bmw,320I,Used,Automatic,2,104999.5,2025,75800
1022,2021,Honda,Jazz,Used,Automatic,1.5,52499.5,2025,69800
1023,2017,Toyota,Camry,Used,Automatic,2.5,114999.5,2025,68800
1024,2013,Toyota,Camry,Used,Automatic,2,124999.5,2025,44800
1028,2018,Mercedes,,Used,Automatic,2,92499.5,2025,149393
1029,2024,Proton,Saga,New,Automatic,1.3,2499.5,2025,33400
1030,2024,Proton,Persona,New,Automatic,1.6,2499.5,2025,47800
1031,2018,Honda,Civic,Used,Automatic,1.8,77499.5,2025,69900
1032,2021,Perodua,Alza,Used,Automatic,1.5,37499.5,2025,48800
1034,2019,Honda,Hr-V,Used,Automatic,1.8,104999.5,2025,69800
1035,2019,Volkswagen,Golf,Used,Automatic,2,82499.5,2025,178686
1045,2016,Proton,Persona,Used,Automatic,1.6,174999.5,2025,17900
1046,2019,Bmw,530E,Used,Automatic,2,67499.5,2025,124800
1048,2015,Ford,Ranger,Used,Automatic,2.2,194999.5,2025,32700
1049,2025,Honda,City,New,Automatic,1.5,2499.5,2025,75000
1050,2016,Volkswagen,Passat,Used,Automatic,1.8,124999.5,2025,23700
1051,2025,Honda,Civic,New,Automatic,1.5,2499.5,2025,128000
1052,2025,Honda,Cr-V,New,Automatic,1.5,2499.5,2025,146000
1053,2025,Honda,Hr-V,New,Automatic,1.5,2499.5,2025,107900
1054,2025,Honda,City,New,Automatic,1.5,2499.5,2025,75000
1055,2025,Honda,Civic,New,Automatic,1.5,2499.5,2025,115000
1056,2011,Mercedes,,Used,Automatic,1.7,134999.5,2025,19800
1059,2020,Porsche,Panamera,Recon,Automatic,3,22499.5,2025,468000
1060,2020,Toyota,Alphard,Recon,Automatic,2.5,52499.5,2025,219000
1061,2021,Land,Rover,Recon,Automatic,2,22499.5,2025,325000
1062,2017,Honda,City,Used,Automatic,1.5,67499.5,2025,36999
1063,2015,Mazda,3,Used,Automatic,2,57499.5,2025,39999
1064,2016,Nissan,X-Trail,Used,Automatic,2,42499.5,2025,39999
1065,2017,Honda,Civic,Used,Automatic,1.8,67499.5,2025,59999
1066,2018,Honda,City,Used,Automatic,1.5,52499.5,2025,46999
1067,2006,Toyota,Vios,Used,Automatic,1.5,224999.5,2025,13500
1068,2022,Proton,X50,Used,Automatic,1.5,97499.5,2025,59999
1069,2020,Mazda,Cx-5,Used,Automatic,2,52499.5,2025,79999
1070,2018,Honda,City,Used,Automatic,1.5,47499.5,2025,46999
